image,tot_root_length,width,depth,direction,n_primary,tot_prim_length,mean_prim_length,mean_lat_density,n_laterals,tot_lat_length,mean_lat_length,mean_lat_angle
754,49.739265,11.35658,10.700492,4.1455812,5,48.0,9.947853,0.0,0,0.0,0.0,0.0
755,69.59914,7.935547,18.058056,4.1305285,5,65.0,13.599249,1.2017846,3,1.6028895,0.5342966,63.87317
756,70.6584,19.354612,21.260393,4.3174653,4,58.0,15.264531,3.4536,19,9.600278,0.5052778,77.87904
757,66.78099,9.903812,12.481303,3.8985927,6,63.0,11.130165,0.0,0,0.0,0.0,0.0
758,61.486492,7.826199,19.18278,4.2324085,5,59.0,12.297299,0.0,0,0.0,0.0,0.0
759,45.625607,11.9189415,11.262853,4.271101,5,44.0,9.125121,0.0,0,0.0,0.0,0.0
760,50.87248,11.559655,9.919434,3.9303808,5,47.0,9.970899,8.114877,2,1.0179899,0.50899494,89.929634
761,45.750404,9.388314,10.809839,4.243544,6,43.0,7.625067,0.0,0,0.0,0.0,0.0
762,37.432198,9.403935,9.8257065,4.236137,5,36.0,7.4864397,0.0,0,0.0,0.0,0.0
763,40.45468,8.732226,13.356088,4.255281,4,39.0,10.11367,0.0,0,0.0,0.0,0.0
764,46.0493,14.793234,13.965313,3.991005,5,42.0,9.065809,15.199365,2,0.7202581,0.36012906,92.80434
765,29.321604,7.935547,4.8425584,3.962126,5,27.0,5.8643203,0.0,0,0.0,0.0,0.0
766,47.139362,11.544034,10.309962,4.25673,4,45.0,11.784841,0.0,0,0.0,0.0,0.0
767,34.175346,4.4676504,7.9980316,4.256624,5,31.0,6.835069,0.0,0,0.0,0.0,0.0
768,28.41858,8.700984,5.826691,4.1379647,5,26.0,5.683716,0.0,0,0.0,0.0,0.0
769,53.744328,8.966543,11.372201,3.6704261,5,51.0,10.65132,4.0773225,2,0.4877227,0.24386135,91.351906
770,25.689451,6.2953258,6.2797046,4.187693,5,22.0,5.1378903,0.0,0,0.0,0.0,0.0
771,58.5157,5.7642064,14.840097,4.2159204,6,55.0,9.6534815,3.2186148,2,0.59481245,0.29740623,72.11159
772,60.955006,11.325337,13.543542,3.9901843,5,57.0,11.988036,2.2464514,4,1.0148263,0.25370657,74.45237
773,30.127829,9.87257,5.2018447,4.119675,5,28.0,6.0255656,0.0,0,0.0,0.0,0.0
774,30.57064,11.184748,6.5452642,4.084132,5,28.0,6.114128,0.0,0,0.0,0.0,0.0
775,42.6539,9.841328,8.685363,3.3931353,5,38.0,8.147607,7.729151,10,1.9158645,0.19158643,76.85182
776,28.666195,5.1706023,6.9201717,4.10025,5,25.0,5.6994452,0.0,1,0.16896863,0.16896863,80.46332
777,48.96964,11.481549,11.450307,3.9666462,5,45.0,9.525264,5.2375937,6,1.343322,0.223887,87.72207
778,54.880123,11.012915,7.5606394,4.185472,5,50.0,10.503505,5.5179095,7,2.3625991,0.33751413,82.1928
779,45.571075,10.794218,13.38733,4.2169414,5,41.0,8.867326,11.798699,4,1.2344484,0.30861208,75.764
780,22.008633,4.9831486,5.5455103,4.3688407,5,20.0,4.4017267,0.0,0,0.0,0.0,0.0
781,59.270267,8.685363,13.730996,3.8337393,5,54.0,11.341141,7.116535,6,2.5645642,0.42742738,69.411705
782,56.995075,10.450553,19.46396,3.417455,4,48.0,12.359428,7.5987034,16,7.5573626,0.47233516,66.58318
783,30.667978,2.6243541,12.356334,4.227511,5,28.0,6.1335955,0.0,0,0.0,0.0,0.0
784,74.097694,14.777613,22.057072,4.1789455,5,65.0,13.429974,4.596683,17,6.9478273,0.4086957,72.10019
785,48.436832,9.3258295,12.7,4.354085,6,46.0,8.072805,0.0,0,0.0,0.0,0.0
786,28.03724,1.405904,7.123247,4.281665,6,25.0,4.672873,0.0,0,0.0,0.0,0.0
787,61.984734,7.8574414,19.667034,3.5373237,5,50.0,10.4026165,3.8924522,23,9.971654,0.43355012,74.441414
788,48.742535,9.153997,13.38733,4.163404,5,46.0,9.665278,0.0,2,0.41614562,0.20807281,93.87672
789,28.827496,2.8586714,5.13936,4.246465,5,27.0,5.765499,0.0,0,0.0,0.0,0.0
790,50.265614,12.731242,10.653628,3.7533858,5,46.0,9.66963,2.790018,7,1.9174674,0.2739239,76.50377
791,55.794067,16.246002,13.121771,3.6163118,5,48.0,10.309833,4.2136345,18,4.2449093,0.2358283,78.026764
792,51.437763,7.7949567,11.840836,4.2789235,5,49.0,10.287553,0.0,0,0.0,0.0,0.0
793,63.220806,9.935055,18.620417,3.9155374,5,56.0,11.732852,3.4156082,14,4.5565424,0.32546732,70.92828
794,79.345894,12.106396,18.573553,4.25655,5,71.0,14.519019,6.5492816,15,6.7507997,0.45005324,66.17872
795,55.61815,5.1706023,18.885977,3.7728198,5,46.0,9.763778,5.17022,20,6.7992535,0.3399627,67.84176
796,49.085888,15.839851,11.278474,4.2880898,5,46.0,9.772446,0.0,1,0.22366092,0.22366092,92.45043
797,61.31043,3.51476,14.7619915,4.113041,5,55.0,11.560903,3.2563868,11,3.5059159,0.31871963,71.53686
798,76.25488,15.105658,19.120295,3.5653684,5,63.0,12.993535,4.2859097,24,11.287206,0.47030023,72.76219
799,41.30609,3.717835,11.450307,4.545538,5,39.0,8.261218,0.0,0,0.0,0.0,0.0
800,28.745909,7.732472,7.4825335,4.216403,5,27.0,5.7491817,0.0,0,0.0,0.0,0.0
801,41.262924,9.18524,11.325337,4.2415915,5,38.0,8.135288,0.0,1,0.5864816,0.5864816,87.51741
802,36.64412,3.6397293,11.965805,4.0059257,3,35.0,12.214706,0.0,0,0.0,0.0,0.0
803,36.689186,11.856457,9.794464,4.2584896,5,34.0,7.337837,0.0,0,0.0,0.0,0.0
804,20.870943,4.5457563,8.435424,4.1851044,3,20.0,6.9569807,0.0,0,0.0,0.0,0.0
805,38.625114,7.8886833,11.997047,4.136286,4,36.0,9.58328,4.4780655,2,0.29199696,0.14599848,72.96955
806,19.638577,4.9831486,4.498893,4.002959,6,16.0,3.273096,0.0,0,0.0,0.0,0.0
807,32.60017,8.79471,10.7473545,4.283514,4,31.0,8.150043,0.0,0,0.0,0.0,0.0
808,28.197071,5.217466,10.809839,4.195862,5,25.0,5.639414,0.0,0,0.0,0.0,0.0
809,35.85114,9.560147,12.418818,3.862434,5,32.0,7.0567603,0.0,2,0.5673383,0.2836691,85.40625
810,57.18283,13.402951,16.246002,3.8985088,7,51.0,7.8959303,3.5609283,4,1.9113173,0.47782937,71.63098
811,49.27976,6.9201717,15.964821,3.9178016,5,45.0,9.710346,0.0,2,0.7280234,0.3640117,56.42112
812,11.656439,2.6399753,2.5931118,4.1879816,5,9.0,2.3312879,0.0,0,0.0,0.0,0.0
813,57.808765,15.324353,13.277982,3.5922816,5,51.0,10.7816,4.2230372,18,3.9007695,0.21670943,75.30816
814,65.2077,11.153505,13.38733,4.3840113,5,62.0,12.791998,7.7722955,3,1.2477033,0.4159011,83.65443
815,42.914246,10.653628,11.465928,4.371174,5,40.0,8.5828495,0.0,0,0.0,0.0,0.0
816,41.223465,9.216482,10.997293,4.0785575,5,38.0,8.244693,0.0,0,0.0,0.0,0.0
817,81.37301,9.810085,17.29262,3.2814074,5,69.0,14.325768,4.0772424,23,9.744177,0.42365983,84.989174
818,62.49349,8.169865,14.449569,4.049692,5,57.0,11.913825,3.0804613,6,2.9243631,0.48739383,54.55544
819,19.679823,1.3746617,4.32706,4.067975,5,17.0,3.9359643,0.0,0,0.0,0.0,0.0
820,46.023537,7.092005,14.355842,3.7662725,5,40.0,8.545271,3.513792,19,3.2971792,0.17353575,75.85785
821,50.049538,7.8418202,11.747108,3.9337578,5,47.0,9.830144,4.8677363,5,0.89881957,0.17976391,78.75651
822,69.66836,11.62214,18.620417,3.7124608,5,64.0,13.272454,6.01168,11,3.3060803,0.30055276,92.39545
823,25.244001,3.6397293,5.7798276,4.172947,5,24.0,5.0488,0.0,0,0.0,0.0,0.0
824,31.512457,6.0766296,6.2640834,4.514376,5,30.0,6.302491,0.0,0,0.0,0.0,0.0
825,30.661343,3.436654,4.9831486,3.9643662,5,27.0,5.836044,8.47672,3,1.48112,0.49370667,68.07819
826,25.443417,7.17011,6.826445,3.9149323,5,22.0,4.985584,4.0511107,2,0.51549816,0.25774908,57.96746
827,48.048023,7.9199257,7.451291,3.2017653,6,41.0,7.334137,2.1746,10,4.043203,0.4043203,75.357254
828,38.72742,8.841574,8.497909,4.232501,5,35.0,7.59718,0.0,1,0.74152315,0.74152315,52.57407
829,40.31152,10.54428,9.763222,4.1771865,5,37.0,8.062304,0.0,0,0.0,0.0,0.0
830,29.099695,6.7795815,5.5767527,2.9818258,5,25.0,5.581963,10.367771,5,1.1898794,0.23797585,72.50982
831,45.799145,6.8420663,7.513776,4.081615,7,42.0,6.542735,0.0,0,0.0,0.0,0.0
832,34.093407,9.794464,6.0610085,4.3099227,5,31.0,6.7017503,10.684767,2,0.5846573,0.29232866,71.03454
833,37.271458,7.654366,7.451291,4.2567487,5,35.0,7.454292,0.0,0,0.0,0.0,0.0
834,30.20986,5.030012,6.592128,4.14774,6,26.0,4.968346,0.0,2,0.39978737,0.1998937,71.59353
835,67.33319,8.685363,18.745386,3.5291467,4,61.0,15.934625,4.7470655,11,3.5946934,0.32679027,86.38775
836,60.652267,7.732472,18.167404,3.972728,5,50.0,10.454617,3.2454007,23,8.379194,0.36431286,72.162834
837,61.00168,12.090775,14.46519,3.9495578,4,50.0,13.094166,4.3658543,16,8.625015,0.53906345,77.850586
838,54.94625,8.950922,13.606027,4.328569,5,49.0,10.401228,3.9087758,12,2.9401155,0.2450096,73.99839
839,75.349365,8.966543,17.120787,3.8658824,4,59.0,15.352398,3.8507872,30,13.939776,0.4646592,73.74813
840,75.40334,10.419311,18.042435,4.0830793,5,59.0,12.218625,3.4349422,23,14.310216,0.6221833,74.25835
841,72.03439,10.919188,17.276999,3.9140499,5,62.0,12.976744,3.4419005,22,7.150674,0.32503065,72.38491
842,51.544846,7.3575644,11.512792,4.1831613,5,49.0,10.3089695,0.0,0,0.0,0.0,0.0
843,43.162075,8.076138,15.090036,3.4033449,4,38.0,9.990377,10.459732,8,3.20057,0.4000713,81.38352
844,69.45924,15.386838,21.307257,3.7255316,4,56.0,14.573179,4.1986537,25,11.166536,0.4466614,79.41664
845,59.254425,3.2804427,14.949446,4.0816507,5,50.0,10.500706,3.6288202,18,6.7509074,0.37505043,60.36539
846,60.374157,11.340959,13.356088,3.738216,5,56.0,11.676976,6.619146,6,1.9892776,0.33154625,62.340103
847,70.38999,7.9824104,16.167896,4.0973616,5,55.0,11.560731,2.568372,24,12.586338,0.5244309,66.33812
848,20.90019,2.6868386,3.7803197,4.162934,5,19.0,4.1800385,0.0,0,0.0,0.0,0.0
849,44.644653,8.888437,10.200615,4.430542,5,41.0,8.536126,6.7748055,6,1.9640257,0.32733762,66.35914
850,52.753,12.856211,16.136654,3.294953,4,48.0,12.591049,1.7932737,7,2.388802,0.34125745,73.48449
851,45.882652,11.825214,12.059532,3.9673283,5,41.0,8.599414,2.42026,8,2.885588,0.3606985,77.48084
852,39.775978,3.217958,11.49717,4.1905584,5,35.0,7.4804616,2.3016686,7,2.3736658,0.33909518,67.318504
853,25.489786,2.5618696,7.654366,4.299498,4,24.0,6.3724465,0.0,0,0.0,0.0,0.0
854,49.657425,6.373431,13.481057,4.1949224,5,47.0,9.931485,0.0,0,0.0,0.0,0.0
855,45.524563,10.716113,12.949938,3.4254801,5,41.0,8.692762,3.4795663,8,2.0607562,0.25759456,76.75145
856,47.377975,5.092497,12.668757,4.1117606,4,44.0,11.450268,4.1087976,5,1.576905,0.31538102,67.88385
857,49.84641,7.7793355,11.434686,4.5650206,5,44.0,9.484693,3.1890788,9,2.4229443,0.26921603,70.743195
858,43.86222,13.434194,10.106888,4.4275985,4,40.0,10.481195,5.5275884,7,1.9374382,0.27677688,77.33898
859,45.36576,6.014145,14.824476,4.163752,5,41.0,8.839383,0.9174317,3,1.1688504,0.38961685,66.657646
860,40.086937,8.4041815,9.575768,4.2894845,5,37.0,8.017387,0.0,0,0.0,0.0,0.0
861,41.07827,11.590898,10.716113,4.2643714,5,37.0,7.996355,4.056416,4,1.0964917,0.27412292,68.013405
862,47.142315,8.294833,11.76273,4.206448,5,44.0,9.428463,0.0,0,0.0,0.0,0.0
863,45.102108,7.607503,8.5760145,4.1163197,4,40.0,10.505877,2.9184895,9,3.078606,0.34206733,71.635994
864,45.45169,4.3739233,10.231857,3.825255,5,41.0,8.677375,2.9534097,9,2.0648134,0.2294237,78.140686
865,45.056858,6.451537,11.6690035,3.2002113,4,42.0,10.850302,6.5320463,4,1.655654,0.4139135,90.5265
866,30.727886,6.951414,6.451537,4.191054,5,28.0,6.1455774,0.0,0,0.0,0.0,0.0
867,45.986202,7.326322,13.965313,4.3842196,5,42.0,8.923129,4.0094857,4,1.3705597,0.34263992,69.53024
868,38.465046,4.6238623,7.6856084,4.019597,5,34.0,7.3550563,4.617676,8,1.6897622,0.21122028,71.64005
869,28.610811000000002,6.2953258,5.2799506,4.1718035,5,26.0,5.7221627,0.0,0,0.0,0.0,0.0
870,29.502789,4.639483,6.732718,4.2674494,5,27.0,5.900558,0.0,0,0.0,0.0,0.0
871,39.060143,10.466174,9.029028,4.043677,5,36.0,7.8120284,0.0,0,0.0,0.0,0.0
872,52.925476,13.496678,12.043911,4.385936,5,51.0,10.540913,0.0,1,0.2209165,0.2209165,84.90422
873,34.580402,6.8889294,9.06027,4.3015122,5,32.0,6.871677,0.0,1,0.22201833,0.22201833,89.4354
874,50.74219,15.168142,12.918695,4.2051606,5,49.0,10.148438,0.0,0,0.0,0.0,0.0
875,34.30755,7.8418202,8.904058,4.198667,5,32.0,6.86151,0.0,0,0.0,0.0,0.0
876,33.265167,5.4674044,7.3575644,4.1729145,5,31.0,6.6530333,0.0,0,0.0,0.0,0.0
877,49.802727,6.7639604,13.324845,4.5499225,5,47.0,9.837395,10.01423,3,0.6157505,0.20525017,95.50757
878,42.3202,8.560393,9.482041,4.283788,5,41.0,8.464041,0.0,0,0.0,0.0,0.0
879,22.072906,4.1239853,5.717343,4.335791,5,20.0,4.4145813,0.0,0,0.0,0.0,0.0
880,66.21961,8.326076,17.636284,4.3647933,5,55.0,11.48315,6.024205,27,8.803872,0.32606933,69.9406
881,50.053135,4.0771217,11.512792,4.5022345,5,41.0,8.410245,3.6415195,27,8.001914,0.29636723,70.33101
882,57.92398,8.982164,11.856457,3.9622767,5,50.0,10.58105,8.959406,16,5.0187254,0.31367034,57.243748
883,50.723133,5.4986467,11.887699,3.5467021,5,44.0,9.2494755,4.795631,14,4.475751,0.31969646,77.95814
884,35.029137,4.3895445,11.325337,4.0770807,4,33.0,8.757284,0.0,0,0.0,0.0,0.0
885,46.949955,4.5457563,11.809593,4.03816,5,44.0,9.389991,0.0,0,0.0,0.0,0.0
886,68.89694,14.793234,18.011192,3.5368211,5,60.0,12.599028,3.9607959,14,5.9017982,0.421557,78.33213
887,70.23292,10.513038,15.105658,3.5840611,5,55.0,11.595144,3.0692644,33,12.257196,0.37143013,70.7996
888,76.26424,15.761745,18.80787,3.4712389,5,60.0,12.393653,3.0224068,36,14.295981,0.3971106,73.97204
889,57.517403,13.762238,15.996063,4.0720067,5,45.0,9.620067,3.8323028,22,9.417069,0.42804855000000003,63.81725
890,57.58226,11.981426,10.325583,3.9185388,5,44.0,9.217321,3.217577,32,11.495652,0.3592391,67.865555
891,68.77678,13.559163,15.027552,3.6854758,5,56.0,12.000708,3.463133,20,8.773241,0.43866205,69.99809
892,60.942696,11.715867,17.43321,3.5207047,5,57.0,11.743545,3.885236,6,2.2249699,0.37082833,74.30543
893,34.21923,4.920664,7.607503,4.3373165,6,32.0,5.703205,0.0,0,0.0,0.0,0.0
894,16.863052,1.8901598,5.607995,4.298112,4,16.0,4.215763,0.0,0,0.0,0.0,0.0
895,35.57858,7.623124,8.685363,4.074197,5,32.0,6.8200417,4.9713426,7,1.4783735,0.21119621,81.79332
896,20.175526,6.592128,3.0773675,4.2240386,5,17.0,4.0351048,0.0,0,0.0,0.0,0.0
897,26.99082,2.29631,6.748339,4.105514,5,25.0,5.3981643,0.0,0,0.0,0.0,0.0
898,16.575102,3.311685,4.233333,4.4527254,5,14.0,3.3150206,0.0,0,0.0,0.0,0.0
899,25.305374,2.1244771,7.748093,4.308957,5,22.0,5.0610747,0.0,0,0.0,0.0,0.0
900,30.71292,7.935547,5.6704793,4.2355437,5,28.0,6.067206,0.0,1,0.37689036,0.37689036,68.066055
901,18.341707,2.4681425,3.7022138,4.154854,5,16.0,3.6683414,0.0,0,0.0,0.0,0.0
902,34.78232,5.420541,5.1862235,4.466774,5,32.0,6.917819,0.0,1,0.19322303,0.19322303,72.08044
903,16.656052,2.905535,3.7334561,4.3901653,5,13.0,3.3312101,0.0,0,0.0,0.0,0.0
904,53.68475,9.513284,9.372693,3.8409178,5,51.0,10.629968999999999,0.0,2,0.5349125,0.26745626,82.13538
905,40.471134,8.091759,10.575522,4.311997,5,38.0,8.094227,0.0,0,0.0,0.0,0.0
906,34.558853,4.3583026,11.653382,4.114461,5,33.0,6.9117713,0.0,0,0.0,0.0,0.0
907,27.301367,4.5769987,5.81107,4.327408,4,26.0,6.8253417,0.0,0,0.0,0.0,0.0
908,17.186865,4.608241,4.59262,4.18275,5,15.0,3.4373732,0.0,0,0.0,0.0,0.0
909,30.202192,6.638991,8.076138,4.2624946,5,29.0,6.040438,0.0,0,0.0,0.0,0.0
910,23.101673,3.905289,5.108118,4.3235116,5,20.0,4.6203346,0.0,0,0.0,0.0,0.0
911,18.600594,4.108364,4.3895445,4.144424,5,16.0,3.7201188,0.0,0,0.0,0.0,0.0
912,20.418566,7.154489,5.8423123,4.2658644,3,19.0,6.8061886,0.0,0,0.0,0.0,0.0
913,21.801893,7.5762606,3.1710947,4.376681,6,18.0,3.6336489,0.0,0,0.0,0.0,0.0
914,31.537436,5.030012,8.294833,4.2046127,5,28.0,6.307487,0.0,0,0.0,0.0,0.0
915,25.29936,3.1710947,5.6861005,4.341937,5,22.0,5.0598717,0.0,0,0.0,0.0,0.0
916,27.848024,6.4046736,5.014391,4.3527107,5,26.0,5.5696044,0.0,0,0.0,0.0,0.0
917,24.23348,5.13936,4.8738003,4.2167907,5,23.0,4.846696,0.0,0,0.0,0.0,0.0
918,24.01123,5.014391,4.6707253,4.2235155,5,22.0,4.8022456,0.0,0,0.0,0.0,0.0
919,30.269878,7.0763836,7.623124,4.1870008,5,27.0,6.0539756,0.0,0,0.0,0.0,0.0
920,32.146503,6.2015986,5.9985237,4.1986165,5,29.0,6.429301,0.0,0,0.0,0.0,0.0
921,22.107279,7.5762606,4.826937,4.3926845,5,20.0,4.340345,3.5426483,2,0.40555602,0.20277803,69.697014
922,24.995943,5.4830256,5.9047966,4.2638497,5,22.0,4.9991884,0.0,0,0.0,0.0,0.0
923,19.262053,3.9990158,5.2799506,4.16769,5,17.0,3.8524103,0.0,0,0.0,0.0,0.0
924,24.437384,3.7646985,4.811316,4.252665,5,21.0,4.8874764,0.0,0,0.0,0.0,0.0
925,58.11042,7.4669123,16.449078,3.6899974,5,52.0,10.87124,2.9653814,17,3.7542176,0.22083634,80.22956
926,32.64355,6.451537,5.3736773,3.3422606,6,29.0,5.3762364,0.0,2,0.38612962,0.19306482,65.202866
927,34.845284,9.107134,7.545018,4.24576,5,31.0,6.9109426,0.0,1,0.2905703,0.2905703,51.71292
928,36.54844,9.388314,10.841082,4.133262,6,34.0,6.0914063,0.0,0,0.0,0.0,0.0
929,52.06651,6.8889294,7.2169740000000004,4.011158,5,50.0,10.413302,0.0,0,0.0,0.0,0.0
930,53.12979,6.717097,13.356088,3.016821,5,51.0,10.487021,4.742028,3,0.694687,0.23156233,84.50785
931,59.01457,8.451045,11.450307,3.4361515,5,54.0,11.3816395,4.073425,9,2.1063676,0.23404087,80.39652
932,79.76713,10.13813,16.745878,4.090253,5,73.0,15.375952,2.0635247,6,2.8873663,0.4812277,59.031845
933,55.074142,7.7012296,11.325337,4.45745,5,49.0,10.089403,3.0406375,11,4.627133,0.42064843,59.02902
934,41.695957,6.748339,11.49717,4.1269894,5,39.0,8.339191,0.0,0,0.0,0.0,0.0
935,37.508858,6.8576875,12.996801,4.077067,5,34.0,7.452373,0.0,1,0.24699216,0.24699216,60.962444
936,62.489937,14.0121765,16.558424,3.3984396,5,57.0,11.725746,2.9563994,14,3.861209,0.27580062,72.81865
937,21.511745,3.2335792,4.9050426,4.2987285,5,19.0,4.302349,0.0,0,0.0,0.0,0.0
938,66.9226,9.169619,15.839851,3.937673,4,57.0,14.733845,3.3563251,23,7.9872203,0.3472704,69.74812
939,53.656673,11.528413,15.6836405,3.8760014,5,46.0,9.986851,3.2531533,13,3.7224183,0.2863399,74.93963
940,40.124645,10.54428,11.809593,4.2390547,5,38.0,8.024929,0.0,0,0.0,0.0,0.0
941,37.9853,6.5608854,8.700984,4.340393,5,35.0,7.5970597,0.0,0,0.0,0.0,0.0
942,31.134771,8.904058,8.763468,4.115085,5,26.0,5.9194837,3.1647663,5,1.5373547,0.30747095,94.30462
943,31.66827,8.591636,5.748585,4.0190086,5,29.0,6.130362,8.179578,2,1.0164602,0.50823015,73.80915
944,28.647472,7.810578,5.6861005,4.1357746,5,27.0,5.680095,0.0,1,0.24699216,0.24699216,84.2051
945,27.63735,4.295818,6.029766,4.109301,5,25.0,5.52747,0.0,0,0.0,0.0,0.0
946,44.120895,8.638499,11.465928,4.5299835,5,39.0,8.203959,5.467432,9,3.1010997,0.3445666,80.69554
947,45.51555,7.43567,12.949938,3.6132941,5,42.0,8.714814,6.5330048,7,1.9414736,0.27735340000000003,70.11299
948,37.161304,6.107872,11.684625,4.163051,5,35.0,7.4322605,0.0,0,0.0,0.0,0.0
949,57.317806,10.4974165,14.996309,4.110628,5,49.0,10.488428,3.8713088,12,4.8756676,0.40630567,75.27169
950,25.263756,3.1398523,7.7637143,4.16597,5,23.0,5.052751,0.0,0,0.0,0.0,0.0
951,28.153948,2.4681425,8.91968,4.2499013,5,26.0,5.6307898,0.0,0,0.0,0.0,0.0
952,52.410053,3.2492003,11.778351,4.4817257,5,40.0,8.691051,2.8285904,16,8.954798,0.5596749,62.874733
953,31.206413,6.3890524,8.076138,4.227042,5,28.0,6.241283,0.0,0,0.0,0.0,0.0
954,35.4925,10.325583,9.294587,3.708413,5,30.0,6.6172376,4.373866,6,2.4063132,0.40105215,85.52869
955,47.067574,9.59139,15.699262,3.711884,3,42.0,14.53246,4.034477,7,3.4701943,0.49574205,63.73391
956,23.868958,7.529397,5.451783,4.056998,5,20.0,4.583814,0.0,2,0.94988656,0.47494328,76.72943
957,37.74888,5.623616,13.606027,3.9234104,3,34.0,11.736427,3.3794706,8,2.5395916,0.3174489,82.286446
958,40.819412,5.154981,11.653382,3.730052,5,37.0,7.9281507,8.0983305,3,1.17866,0.39288667,55.03924
959,42.61308,6.2797046,8.872816,4.0489616,5,40.0,8.3776455,7.970363,3,0.7248565,0.24161881,75.89622
960,16.71564,1.4683886,6.748339,4.393701,3,15.0,5.57188,0.0,0,0.0,0.0,0.0
961,16.60695,3.5772445,5.4049196,4.2057047,4,14.0,4.1517377,0.0,0,0.0,0.0,0.0
962,20.564669,8.216728,4.826937,4.2556815,5,19.0,4.1129336,0.0,0,0.0,0.0,0.0
963,23.402077,7.5918818,5.154981,3.5938902,5,21.0,4.6241107,7.1548934,2,0.2815231,0.14076154,80.78254
964,15.560887,5.9047966,3.6397293,3.995882,5,13.0,3.0715625,0.0,1,0.20307502,0.20307502,51.68657
965,26.44897,8.51353,9.700738,3.2886524,5,22.0,5.1187687,4.617872,5,0.85512877,0.17102575,88.88205
966,24.5232,6.935793,5.8423123,3.753855,5,20.0,4.732953,5.433525,4,0.85843533,0.21460885,79.92943
967,32.834457,6.826445,5.108118,4.2477317,5,31.0,6.566891,0.0,0,0.0,0.0,0.0
968,20.388254,7.513776,3.3429272,4.2439036,5,18.0,4.0776505,0.0,0,0.0,0.0,0.0
969,21.524385,5.748585,5.8423123,4.2174597,5,19.0,4.304877,0.0,0,0.0,0.0,0.0
970,24.113718,5.154981,8.060516,4.267667,5,21.0,4.8227434,0.0,0,0.0,0.0,0.0
971,23.745865,6.326568,5.5455103,3.8891163,5,20.0,4.499027,2.4140673,4,1.2507321,0.31268305,86.337875
972,38.429382,12.215744,12.637515,4.2738814,4,35.0,9.044081,2.2252579,7,2.2530582,0.32186547,73.39832
973,20.319443,2.9211562,6.5452642,4.1094766,5,18.0,4.063889,0.0,0,0.0,0.0,0.0
974,25.353884,4.7800736,6.029766,4.1969295,5,23.0,5.0707765,0.0,0,0.0,0.0,0.0
975,41.31232,5.936039,14.46519,3.648999,3,39.0,13.634667,0.0,1,0.40831572,0.40831572,62.007736
976,23.661144,6.0766296,8.060516,4.0371256,5,22.0,4.732229,0.0,0,0.0,0.0,0.0
977,28.70564,5.451783,6.373431,3.9769244,5,25.0,5.4973707,0.0,1,1.2187881,1.2187881,51.79212
978,28.990608,7.623124,6.0766296,4.001931,5,27.0,5.7981215,0.0,0,0.0,0.0,0.0
979,41.8466,6.7014756,14.886961,4.058555,5,39.0,8.36932,0.0,0,0.0,0.0,0.0
980,30.41273,6.435916,7.092005,4.151386,4,29.0,7.6031823,0.0,0,0.0,0.0,0.0
981,38.434715,8.169865,9.372693,3.83501,5,35.0,7.3143134,3.6751413,8,1.8631536,0.2328942,66.21984
982,37.962444,8.076138,8.716605,4.320499,5,34.0,7.309382,8.652607,4,1.4155331,0.35388327,72.93915
983,46.68088,5.420541,13.871586,4.038265,5,44.0,9.230503,3.4731581,3,0.5283693,0.17612311,80.852425
984,27.0316,7.826199,7.2013526,4.2901993,5,24.0,5.339459,0.0,1,0.3343073,0.3343073,92.83653
985,58.28835,11.715867,14.105904,3.5591238,4,45.0,11.847487,5.4395123,29,10.898402,0.37580696,74.2704
986,28.86113,3.8428042,6.6702332,4.2370205,5,25.0,5.772226,0.0,0,0.0,0.0,0.0
987,43.791847,7.529397,9.810085,3.7819874000000002,5,42.0,8.669787,0.0,1,0.44291154,0.44291154,82.92817
988,63.65762,15.339974,18.058056,4.3264546,4,60.0,15.573096,5.261959,6,1.3652375,0.22753957,77.16776
989,35.349777,4.8425584,10.606765,4.099796,4,34.0,8.837444,0.0,0,0.0,0.0,0.0
990,43.49992,8.888437,8.138622,2.9903057,5,36.0,7.4261827,5.4329147,23,6.3690042,0.27691323,76.01772
991,56.39333,10.013161,16.246002,3.997067,5,51.0,10.54723,4.2302384,13,3.6571753,0.2813212,81.19615
992,36.721996,6.232841,6.8889294,4.060498,6,34.0,6.1203327,0.0,0,0.0,0.0,0.0
993,73.46754,7.9824104,19.823246,3.8010588,5,54.0,11.256537,4.233491,18,17.184845,0.95471346,66.372826
994,54.97977,11.278474,18.276752,4.0393357,5,52.0,10.907041,0.0,1,0.44456643,0.44456643,49.324852
995,61.62894,12.387576,17.29262,4.1335917,5,56.0,11.715071,2.3841732,6,3.0535855,0.5089309,50.70077
996,89.290726,8.482287,17.495693,3.889282,5,77.0,15.871671,3.5486348,21,9.932375,0.47297022,62.305264
997,75.082664,10.762976,17.71439,3.681371,5,62.0,12.871959,4.189392,22,10.722868,0.48740315,80.11728
